GENHLTH	EXERANY	HTF	HTI	SMOKE100	WEIGHT	WTDESIRE	AGE	SEX	HEIGHT_IN_INCHES	BMI
2		5	8	1	140		42	1	68	21.284602076124568
3	1.0	6	5	1	230		50	1	77	27.271040647664023
1		6	0	1	175		39	1	72	23.731674382716047
2		6	2	2	200		21	1	74	25.675675675675674
3	1.0	5	10	2	170		26	2	70	24.389795918367348
4		5	6	2	200		71	1	66	32.277318640955
2		5	9	1	170		29	2	69	25.101869355177485
1		5	1	2	104		70	2	61	19.648481590970167
1		5	3	2	125		22	2	63	22.140337616528093
1	1.0	5	2	2	137	127.0	37	2	62	25.054890738813736
3		5	8	2	180		44	1	68	27.3659169550173
1	2.0	5	6	2	164		22	2	66	26.467401285583104
2	2.0	5	10	1	210		74	1	70	30.12857142857143
2		5	6	2	225		36	2	66	36.311983471074385
2		5	4	2	170		27	2	64	29.17724609375
1		5	3	2	130		18	2	63	23.025951121189216
3		6	1	1	180		31	2	73	23.74554325389379
2		5	8	2	141		20	2	68	21.436634948096884
2		5	4	2	135		41	2	64	23.170166015625
3		5	9	1	175		52	1	69	25.84015963032976
2		5	6	2	130		36	2	66	20.980257116620752
4		5	8	1	235		46	1	68	35.72772491349481
1		5	5	2	147		31	2	65	24.45940828402367
2		5	6	2	133		54	2	66	21.464416896235075
4		5	3	1	154		63	2	63	27.276895943562607
3		5	7	1	154		46	1	67	24.11717531744264
2	1.0	6	0	2	180		21	1	72	24.409722222222225
1	1.0	5	11	2	203	195.0	57	1	71	28.309660781590956
3		5	8	1	120		48	2	68	18.2439446366782
1		6	0	2	225		40	1	72	30.512152777777775
3	1.0	5	8	1	180		35	2	68	27.3659169550173
2		4	11	1	145		37	2	59	29.28325193909796
2	1.0	5	7	2	165		35	1	67	25.83983069725997
3		5	4	2	110		22	1	64	18.87939453125
2		5	0	2	105		43	2	60	20.504166666666666
2		5	11	2	215		28	1	71	29.983138266217022
2		5	7	1	160		23	1	67	25.05680552461573
3		5	8	2	125		21	2	68	19.00410899653979
2		5	4	1	152		74	2	64	26.087890625
4		5	5	2	190		47	2	65	31.614201183431952
1		5	3	2	180		26	2	63	31.882086167800452
5		6	0	1	225		77	1	72	30.512152777777775
2		5	1	2	115		33	2	61	21.726686374630475
1		5	5	1	159		70	1	65	26.456094674556216
5		5	2	1	200		54	2	62	36.57648283038502
2		5	9	1	140		57	2	69	20.67212770426381
1	1.0	4	9	1	117		47	2	57	25.315789473684212
1		6	0	2	195		39	1	72	26.44386574074074
1		6	1	2	195		41	1	73	25.724338525051607
1		5	3	2	115		33	2	63	20.369110607205844
3		5	5	1	105		90	2	65	17.47100591715976
3		5	4	2	138		65	2	64	23.68505859375
1		5	2	2	145		29	2	62	26.51795005202914
4		5	2	1	102		56	2	62	18.654006243496358
1	2.0	5	2	2	112		24	2	62	20.48283038501561
3		5	9	1	256		52	2	69	37.80046208779668
2	2.0	5	8	1	200		33	2	68	30.406574394463664
1		6	1	2	190		35	1	73	25.064740101332333
5		5	7	1	145		75	1	67	22.707730006683004
2		5	7	2	150		36	2	67	23.49075517932724
4		5	5	1	178		65	2	65	29.61751479289941
2	1.0	5	7	1	157		7	1	67	24.58699042102918
2		4	10	2	110		71	2	58	22.987514863258028
1	2.0	5	3	2	116		77	2	63	20.54623330813807
3	1.0	5	11	2	220	190.0	47	1	71	30.68042055147788
1		5	10	1	180		64	1	70	25.82448979591837
2		5	6	2	155		42	2	66	25.01492194674013
3		6	0	1	225		39	1	72	30.512152777777775
2		5	2	2	140		73	2	62	25.60353798126951
4		5	6	2	129		59	2	66	20.818870523415978
2		6	3	1	210		36	1	75	26.245333333333335
2		5	3	1	150		56	2	63	26.56840513983371
2	1.0	5	11	2	210		27	1	71	29.28585598095616
1		5	10	2	210		34	1	70	30.12857142857143
2		5	3	2	140		22	2	63	24.797178130511462
4		4	11	1	169		57	2	59	34.130135018672796
2		5	5	1	170		59	2	65	28.286390532544377
2		5	2	2	145		28	2	62	26.51795005202914
3		5	2	2	130		27	2	62	23.77471383975026
1		5	11	2	230		74	1	71	32.0749851219996
3		5	10	1	240		38	1	70	34.432653061224485
2	2.0	5	7	1	170		66	2	67	26.622855869904207
5		6	6	2	190		40	1	78	21.9543063773833
2		5	3	1	135		31	2	63	23.911564625850342
1		5	10	1	190		36	1	70	27.259183673469387
3	2.0	5	1	2	160		74	2	61	30.228433216877185
2		5	0	1	140		73	2	60	27.33888888888889
1		5	10	1	165		70	1	70	23.672448979591838
3		5	10	2	160		29	1	70	22.955102040816328
2		5	9	2	235		53	1	69	34.69964293215711
3		5	7	1	200		45	2	67	31.32100690576966
3		6	0	2	210		56	1	72	28.47800925925926
1		5	6	2	130		27	2	66	20.980257116620752
2	1.0	5	4	1	108		83	2	64	18.5361328125
2	1.0	5	6	1	160		29	2	66	25.821854912764003
2		5	0	2	93		18	2	60	18.160833333333333
4	1.0	6	2	1	225	215.0	30	1	74	28.885135135135133
2		6	2	2	250		44	1	74	32.09459459459459
3		5	6	1	165		58	2	66	26.62878787878788
1	2.0	6	2	2	200		37	1	74	25.675675675675674
1		5	10	1	195		42	2	70	27.976530612244897
1	1.0	5	2	1	150		20	2	62	27.43236212278876
4		4	11	1	185		38	2	59	37.36139040505602
2		5	7	2	165		49	1	67	25.83983069725997
3		5	9	2	280		25	2	69	41.34425540852762
3		5	10	1	170		42	1	70	24.389795918367348
4		5	2	2	163		78	2	62	29.809833506763788
3		5	4	2	180		72	2	64	30.8935546875
2		5	11	2	232		28	1	71	32.35389803610395
2		5	5	1	137		80	2	65	22.795502958579878
4		5	4	2	115		20	2	64	19.737548828125
4		5	9	2	300		53	1	69	44.29741650913673
3	1.0	5	5	1	115		51	2	65	19.13491124260355
5		5	2	1	135		63	2	62	24.689125910509887
3		5	7	2	220		50	2	67	34.45310759634663
5		5	6	1	140		42	2	66	22.594123048668507
3		5	5	1	155		48	2	65	25.790532544378696
2	2.0	5	2	1	148	130.0	47	2	62	27.066597294484914
2	1.0	5	7	1	179	140.0	64	2	67	28.032301180663843
3		5	8	1	200		57	1	68	30.406574394463664
3		5	6	1	165		49	1	66	26.62878787878788
3		5	6	2	180		45	2	66	29.049586776859506
1		6	2	2	190		20	1	74	24.39189189189189
1		5	4	1	150		39	1	64	25.74462890625
3		5	0	2	110		80	2	60	21.480555555555554
2		6	1	1	220		26	1	73	29.022330643647965
1		4	8	2	110		63	2	56	24.658801020408163
2	1.0	5	2	2	185		35	2	62	33.83324661810614
1		5	4	2	160		51	2	64	27.4609375
3		5	7	2	130		55	2	67	20.35865448875028
1		5	10	2	190		26	1	70	27.259183673469387
1		5	5	2	125		25	2	65	20.798816568047336
2		6	3	1	155		47	1	75	19.371555555555556
3		5	8	1	210		43	1	68	31.926903114186853
2		5	4	2	119		19	2	64	20.424072265625
3		5	7	1	230		34	1	67	36.01915794163511
1		5	5	2	140		9	2	65	23.294674556213018
2		5	10	1	160		26	1	70	22.955102040816328
1		5	4	1	112		41	2	64	19.22265625
3		5	10	1	170		61	1	70	24.389795918367348
2		5	9	2	149		41	1	69	22.00105019953791
3		5	10	2	140		51	2	70	20.085714285714285
4		5	3	1	209		46	2	63	37.01864449483497
2		5	5	2	118		18	2	65	19.634082840236687
1		5	4	1	121		31	2	64	20.767333984375
1		6	0	1	190		36	1	72	25.76581790123457
3		5	2	1	122		70	2	62	22.31165452653486
1		6	0	1	185		69	1	72	25.087770061728396
3		6	0	1	210		52	1	72	28.47800925925926
1		5	8	1	135		35	2	68	20.524437716262977
1		5	8	2	148		60	2	68	22.500865051903112
1		5	8	1	180		64	2	68	27.3659169550173
1		5	0	2	135		43	2	60	26.3625
2		5	5	2	115		27	2	65	19.13491124260355
2		5	9	1	190		34	1	69	28.0550304557866
2	1.0	6	0	1	206		48	1	72	27.935570987654323
3		5	4	2	150		49	2	64	25.74462890625
3		5	5	1	200		40	2	65	33.27810650887574
3		5	9	1	191		77	1	69	28.202688510817055
3		5	10	2	165		73	1	70	23.672448979591838
3		5	11	2	175		47	1	71	24.404879984130133
3	1.0	5	2	2	170	120.0	47	2	62	31.09001040582726
1		5	5	2	142		45	1	65	23.627455621301774
3		6	0	1	200		40	1	72	27.12191358024691
3		5	10	2	180		41	1	70	25.82448979591837
3		5	5	1	200		22	2	65	33.27810650887574
3		6	0	2	160		32	1	72	21.697530864197528
3	1.0	5	3	2	140		31	2	63	24.797178130511462
3		5	8	2	220		42	2	68	33.44723183391004
2		5	2	1	160		40	2	62	29.261186264308012
2		5	11	2	210		45	1	71	29.28585598095616
3		5	6	1	190		40	2	66	30.663452708907254
2		5	4	1	145		27	2	64	24.886474609375
3		5	4	1	150		33	1	64	25.74462890625
2		6	2	1	220		43	1	74	28.243243243243246
2	1.0	5	6	1	125	120.0	56	2	66	20.173324150596876
2		5	4	1	140		67	2	64	24.0283203125
1		5	7	1	137		84	2	67	21.454889730452216
2		5	9	1	168		40	1	69	24.80655324511657
2		5	10	1	127		39	1	70	18.220612244897957
1		5	9	2	180		44	1	69	26.578449905482042
3	1.0	5	7	1	140		27	2	67	21.924704834038764
2	1.0	5	5	2	125		18	2	65	20.798816568047336
2		5	9	2	160		43	2	69	23.625288804872927
1		5	4	2	160		48	1	64	27.4609375
3		5	1	1	122		33	2	61	23.049180327868854
2		5	8	1	160		36	2	68	24.325259515570938
5		5	3	2	218		76	2	63	38.612748803224996
1		5	3	2	155		32	2	63	27.454018644494834
1		5	8	1	120		29	2	68	18.2439446366782
1		5	5	2	171		35	1	65	28.452781065088757
3	2.0	5	1	1	138		81	2	61	26.07202364955657
2		5	8	1	225		47	1	68	34.20739619377163
2		5	8	2	210		44	2	68	31.926903114186853
1		5	7	2	140		54	2	67	21.924704834038764
1		5	11	1	180		42	1	71	25.102162269390995
2		5	5	1	145		45	2	65	24.12662721893491
2		5	9	2	200		41	1	69	29.531611006091154
3		6	2	1	270		47	1	74	34.66216216216216
4		5	1	2	148		55	2	61	27.96130072561139
1	2.0	5	6	2	148		32	2	66	23.885215794306703
4		5	5	1	135		70	2	65	22.46272189349112
2		5	6	1	185		32	2	66	29.85651974288338
1		5	5	2	130		35	2	65	21.630769230769232
1		5	4	2	144		48	2	64	24.71484375
2		5	6	1	130		19	1	66	20.980257116620752
3		5	6	2	180		50	2	66	29.049586776859506
2		6	0	1	200		33	1	72	27.12191358024691
3		4	11	2	125		48	2	59	25.24418270611893
3		5	6	2	150		64	2	66	24.207988980716255
5		5	0	1	148		49	2	60	28.901111111111113
1		5	6	2	130		27	2	66	20.980257116620752
4		5	3	1	220		77	2	63	38.96699420508944
2	1.0	6	0	1	160	155.0	64	1	72	21.697530864197528
2		5	1	1	145		64	2	61	27.39451760279495
2		5	8	2	130		37	2	68	19.764273356401386
2		5	4	2	135		56	1	64	23.170166015625
5		5	8	1	175		69	2	68	26.605752595155707
3		5	2	1	162		49	2	62	29.626951092611865
1		4	10	2	150		64	2	58	31.346611177170033
2		5	1	2	120		83	2	61	22.671324912657887
1		5	10	1	200		47	1	70	28.693877551020407
1		5	11	1	165		42	2	71	23.01031541360841
5	2.0	5	10	2	185		67	1	70	26.541836734693877
4		5	3	2	120		80	2	63	21.25472411186697
3		5	5	2	120		39	2	65	19.966863905325443
3	1.0	5	6	2	150		25	2	66	24.207988980716255
1		5	7	1	165		44	2	67	25.83983069725997
4		5	6	1	143		63	2	66	23.07828282828283
1		5	9	1	150		19	1	69	22.148708254568366
2		5	11	1	185		41	2	71	25.799444554651853
5		5	4	1	260		41	2	64	44.6240234375
1	1.0	5	11	2	145		19	1	71	20.221186272564967
2		5	8	1	220		33	1	68	33.44723183391004
3		5	7	2	140		36	2	67	21.924704834038764
3		5	1	2	120		84	2	61	22.671324912657887
4		5	9	1	265		56	1	69	39.12938458307078
2		6	0	1	185		47	1	72	25.087770061728396
1		5	6	2	135		45	2	66	21.787190082644628
4		6	2	1	255		36	1	74	32.736486486486484
1		5	2	2	110		25	2	62	20.117065556711758
1	2.0	6	1	1	272		49	1	73	35.88215425032839
3		5	4	1	135		33	1	64	23.170166015625
3		5	7	1	180		76	2	67	28.188906215192695
2		6	0	1	210		27	1	72	28.47800925925926
4		5	8	1	360		25	2	68	54.7318339100346
5		5	4	1	160		72	2	64	27.4609375
1		5	6	2	135		21	2	66	21.787190082644628
2		5	7	2	135		29	2	67	21.14167966139452
2		5	8	2	148		32	2	68	22.500865051903112
2		5	3	2	200		77	1	63	35.42454018644495
1	1.0	5	2	2	115		19	2	62	21.031477627471386
2		5	2	2	105		18	2	62	19.202653485952133
2	1.0	5	8	2	162		47	1	68	24.62932525951557
3		6	1	1	225		42	1	73	29.681929067367236
4		5	0	2	103		84	2	60	20.113611111111112
4		5	5	2	125		21	2	65	20.798816568047336
1		5	7	1	140		42	1	67	21.924704834038764
1		5	11	1	200		37	1	71	27.891291410434434
1	1.0	5	7	1	140		51	2	67	21.924704834038764
3		5	1	1	145		56	2	61	27.39451760279495
3		5	3	2	137		32	2	63	24.26581002771479
1		5	11	2	180		48	1	71	25.102162269390995
2		5	6	2	135		35	2	66	21.787190082644628
4		5	0	1	180		73	2	60	35.15
1		5	9	1	155		85	1	69	22.886998529720646
3		5	9	2	175		27	1	69	25.84015963032976
4		5	0	2	142		63	2	60	27.729444444444443
5	2.0	5	4	2	220		51	2	64	37.7587890625
3		5	4	1	120		21	2	64	20.595703125
1		6	0	1	220		70	1	72	29.834104938271604
4		5	2	2	135		72	2	62	24.689125910509887
3		5	5	2	210		41	2	65	34.94201183431952
1		5	4	2	170		34	1	64	29.17724609375
4		5	9	1	200		56	1	69	29.531611006091154
2		5	0	1	147		68	2	60	28.705833333333334
3		6	3	2	200		26	1	75	24.995555555555555
2		6	1	2	178		45	1	73	23.48170388440608
4		5	4	2	155		32	2	64	26.602783203125
3		5	11	2	215		44	1	71	29.983138266217022
1		5	5	1	190		40	2	65	31.614201183431952
2		5	3	2	128		52	2	63	22.67170571932477
3		5	3	1	147		24	2	63	26.037037037037035
3		5	4	2	160		46	2	64	27.4609375
2		5	6	1	145		76	2	66	23.401056014692376
1		5	10	2	138		26	2	70	19.79877551020408
7		5	6	2	170		78	1	66	27.435720844811755
2		5	1	2	120		77	2	61	22.671324912657887
3		6	1	1	160		26	1	73	21.1071495590167
2		5	4	1	116		44	2	64	19.9091796875
2		5	5	1	145		29	2	65	24.12662721893491
3	1.0	5	2	2	165		79	2	62	30.17559833506764
3		5	5	2	150		78	2	65	24.958579881656807
3		5	7	2	180		71	1	67	28.188906215192695
2		5	6	1	160		25	2	66	25.821854912764003
2		5	7	2	170		36	1	67	26.622855869904207
4		5	3	2	146		71	2	63	25.85991433610481
4		5	1	1	125		64	2	61	23.6159634506853
1	1.0	6	4	2	230		27	1	76	27.99342105263158
3		5	2	1	125		49	2	62	22.86030176899063
3	1.0	5	1	2	105		31	2	61	19.83740929857565
2		5	1	1	174		65	2	61	32.873421123353936
5		5	8	1	128		57	1	68	19.46020761245675
4		5	8	1	255		61	1	68	38.768382352941174
1		6	3	1	180		44	1	75	22.496000000000002
2		5	3	2	85		77	2	63	15.055429579239103
2		5	9	2	142		37	1	69	20.96744381432472
4		5	4	2	130		65	2	64	22.31201171875
2	1.0	5	6	1	122		64	2	66	19.689164370982553
3	1.0	5	9	1	300		29	2	69	44.29741650913673
1		6	0	2	185		18	1	72	25.087770061728396
2		5	5	2	190		30	2	65	31.614201183431952
3		6	2	2	260		54	1	74	33.37837837837838
3	2.0	5	8	1	170	185.0	31	1	68	25.84558823529412
1		6	2	1	235		52	1	74	30.16891891891892
5		5	9	1	190		42	1	69	28.0550304557866
1		5	3	1	160		72	2	63	28.339632149155957
2		5	11	2	180		59	1	71	25.102162269390995
1		5	9	2	152		28	2	69	22.44402436462928
2		5	1	2	135		18	1	61	25.505240526740124
2		5	2	2	135		29	2	62	24.689125910509887
3		5	10	1	185		78	1	70	26.541836734693877
2		5	6	2	144		82	2	66	23.239669421487605
2		5	4	1	213		40	1	64	36.557373046875
3		5	7	2	155		58	2	67	24.273780351971485
3		5	5	1	154		29	2	65	25.62414201183432
2		5	2	1	140		58	2	62	25.60353798126951
1		5	10	2	150		9	1	70	21.520408163265305
3		6	0	2	225		42	1	72	30.512152777777775
3		5	8	2	190		21	2	68	28.886245674740483
5		6	0	2	280		40	1	72	37.97067901234568
5		5	4	1	184		34	2	64	31.580078125
1		5	6	1	147		82	2	66	23.72382920110193
2	1.0	5	4	2	210		48	2	64	36.04248046875
2	1.0	5	4	2	115	105.0	30	2	64	19.737548828125
1		5	11	2	160		34	1	71	22.313033128347552
2		5	8	1	140		45	2	68	21.284602076124568
2		5	3	1	124		48	2	63	21.963214915595866
1		5	1	2	150		28	2	61	28.339156140822357
5		4	1	1	83		51	2	49	24.30195751770096
2		5	4	2	180		52	2	64	30.8935546875
5		6	0	1	230		42	2	72	31.190200617283953
2		5	9	1	205		41	1	69	30.26990128124344
3	2.0	5	6	2	160		30	1	66	25.821854912764003
3		5	6	1	170		47	2	66	27.435720844811755
4		6	1	1	176		43	1	73	23.217864514918368
3		5	6	2	118		63	2	66	19.04361799816345
5		5	3	1	175		44	2	63	30.99647266313933
3		5	6	1	142		47	2	66	22.916896235078053
3		5	6	2	162		62	1	66	26.144628099173556
4	2.0	5	7	2	240	145.0	53	2	67	37.58520828692359
4		6	3	1	185		28	1	75	23.120888888888892
3		5	1	1	200		48	2	61	37.785541521096484
3		5	8	2	350		56	1	68	53.211505190311414
1		5	4	2	145		46	2	64	24.886474609375
2		5	7	2	165		40	2	67	25.83983069725997
2		6	0	1	170		35	1	72	23.053626543209877
2		6	2	1	200		50	1	74	25.675675675675674
2		5	6	1	165		71	2	66	26.62878787878788
3	1.0	5	1	2	120		68	2	61	22.671324912657887
3		5	2	2	110		83	2	62	20.117065556711758
1		5	0	2	100		55	2	60	19.527777777777775
2		5	4	1	132		33	2	64	22.6552734375
1		5	6	1	160		52	2	66	25.821854912764003
1		5	4	2	183		31	2	64	31.408447265625
1		5	3	1	174		60	2	63	30.819349962207102
5		5	2	1	168		67	2	62	30.724245577523416
2		6	6	2	210		25	1	78	24.26528599605523
4		5	9	1	236		46	2	69	34.847300987187566
4		5	6	2	178		36	1	66	28.726813590449954
5		5	10	1	220		65	1	70	31.563265306122446
3	2.0	5	6	2	336	195.0	46	1	66	54.22589531680441
2	1.0	6	2	1	195		64	1	74	25.033783783783786
4		5	8	2	135		47	2	68	20.524437716262977
1		5	8	1	135		34	2	68	20.524437716262977
3	9.0	5	4	2	185		18	2	64	31.751708984375
2	1.0	5	3	2	120		45	2	63	21.25472411186697
1		5	11	1	235		54	2	71	32.772267407260465
3		5	5	1	120		32	1	65	19.966863905325443
5		6	0	1	163		66	1	72	22.104359567901234
2		6	0	1	193		72	1	72	26.172646604938272
2	1.0	5	1	1	148	127.0	33	2	61	27.96130072561139
3		5	9	2	155		50	1	69	22.886998529720646
2		5	3	1	135		40	2	63	23.911564625850342
1		5	7	2	175		37	1	67	27.40588104254845
4		5	9	2	174		62	2	69	25.692501575299307
1		5	8	2	140		52	2	68	21.284602076124568
1		6	0	2	199		43	1	72	26.986304012345677
1		5	0	2	115		39	2	60	22.456944444444442
1		5	2	2	125		29	2	62	22.86030176899063
2		5	10	1	185		35	1	70	26.541836734693877
3		5	5	1	114		46	2	65	18.96852071005917
3		5	4	2	181		31	2	64	31.065185546875
2		5	7	2	165		54	1	67	25.83983069725997
5		5	6	1	165		74	1	66	26.62878787878788
4		5	5	1	230		55	2	65	38.2698224852071
1		5	11	1	200		57	1	71	27.891291410434434
3		5	6	1	230		21	2	66	37.11891643709825
4	2.0	5	9	2	170		22	1	69	25.101869355177485
3		5	0	2	120		73	2	60	23.433333333333334
3	1.0	5	0	2	150		26	2	60	29.291666666666664
5		5	6	2	210		75	1	66	33.891184573002754
3		5	8	2	200		32	1	68	30.406574394463664
3		5	8	1	165		75	1	68	25.085423875432525
1		5	11	2	180		51	1	71	25.102162269390995
2		5	3	1	170		65	2	63	30.110859158478206
2		5	11	1	175		83	1	71	24.404879984130133
2		5	8	2	160		80	1	68	24.325259515570938
1		6	4	2	190		37	1	76	23.125
2		5	7	2	142		42	2	67	22.23791490309646
3		6	1	1	180		44	1	73	23.74554325389379
2		6	1	2	200		41	1	73	26.383936948770877
3		5	2	2	115		70	2	62	21.031477627471386
1		5	8	2	180		70	1	68	27.3659169550173
2		5	4	1	142		64	2	64	24.37158203125
2		5	11	1	211		42	1	71	29.425312438008334
3		6	0	2	180		23	1	72	24.409722222222225
1		5	11	1	175		37	1	71	24.404879984130133
3		5	9	2	160		42	1	69	23.625288804872927
1		5	6	1	120		39	2	66	19.366391184573004
3		5	4	7	178		20	2	64	30.55029296875
1		6	4	2	190		27	1	76	23.125
3		5	4	1	150		39	2	64	25.74462890625
3	2.0	5	9	1	210	170.0	53	1	69	31.008191556395715
3	2.0	5	2	1	155		44	2	62	28.346774193548388
2		6	0	1	225		52	1	72	30.512152777777775
2		5	7	1	165		58	2	67	25.83983069725997
3	1.0	5	4	2	159		26	1	64	27.289306640625
1		5	6	2	200		46	2	66	32.277318640955
1		5	7	2	325		31	2	67	50.896636221875696
1	1.0	5	10	2	170		29	1	70	24.389795918367348
2		5	5	2	160		50	2	65	26.622485207100592
2		5	7	2	180		32	2	67	28.188906215192695
1	2.0	5	3	2	134		40	2	63	23.734441924918112
2		5	6	2	134		51	2	66	21.625803489439853
1		5	1	2	125		36	2	61	23.6159634506853
3		5	7	2	180		33	2	67	28.188906215192695
3		5	2	1	115		65	2	62	21.031477627471386
3		5	0	2	110		78	2	60	21.480555555555554
2		5	2	2	118		19	2	62	21.580124869927158
2	1.0	5	8	1	140		38	1	68	21.284602076124568
1		5	4	1	130		28	2	64	22.31201171875
4		5	2	2	175		72	2	62	32.00442247658689
3		5	2	2	150		26	2	62	27.43236212278876
2		5	5	2	118		49	2	65	19.634082840236687
1	1.0	5	5	2	160		53	2	65	26.622485207100592
3		6	5	2	200		39	2	77	23.713948389273064
3		5	5	1	135		39	1	65	22.46272189349112
3		5	0	2	115		37	2	60	22.456944444444442
4		6	2	1	220		62	1	74	28.243243243243246
2		5	5	2	210		47	2	65	34.94201183431952
2	1.0	6	0	2	200		32	1	72	27.12191358024691
3		5	3	1	160		38	2	63	28.339632149155957
2		5	4	2	170		46	2	64	29.17724609375
3		5	3	2	153		71	2	63	27.099773242630384
2	1.0	5	11	1	195	185.0	72	1	71	27.19400912517358
1	1.0	5	10	1	260		63	1	70	37.30204081632653
2		5	9	1	191		29	1	69	28.202688510817055
2	1.0	5	4	2	135		40	2	64	23.170166015625
3	1.0	5	11	1	213		46	1	71	29.704225352112676
4		5	3	2	140		62	2	63	24.797178130511462
2		5	4	2	115		22	2	64	19.737548828125
4		5	1	2	150		70	2	61	28.339156140822357
1		5	9	1	175		32	1	69	25.84015963032976
1		5	5	2	127		25	2	65	21.131597633136096
5		5	2	7	230		41	2	62	42.06295525494277
2	1.0	6	0	2	170		42	1	72	23.053626543209877
1		5	4	2	121		30	2	64	20.767333984375
5		5	4	2	135		74	2	64	23.170166015625
2		5	8	2	160		49	1	68	24.325259515570938
1		6	3	1	250		55	1	75	31.244444444444447
3		5	4	2	120		35	2	64	20.595703125
5		5	4	2	176		63	2	64	30.20703125
2		5	3	1	130		32	2	63	23.025951121189216
1		6	3	2	200		25	1	75	24.995555555555555
2		5	10	2	202		40	1	70	28.980816326530615
1		5	10	1	159		53	2	70	22.811632653061224
2		6	6	2	245		19	1	78	28.3095003287311
2		5	4	2	118		71	2	64	20.25244140625
3		5	4	1	316		62	2	64	54.2353515625
2	1.0	6	0	2	210		47	1	72	28.47800925925926
2	1.0	5	4	2	140		30	1	64	24.0283203125
1		5	6	2	152		30	1	66	24.530762167125804
1		5	11	1	178		52	1	71	24.82324935528665
2	1.0	5	5	1	180	120.0	37	2	65	29.950295857988166
2		5	10	1	160		40	1	70	22.955102040816328
2		5	6	1	150		69	2	66	24.207988980716255
2		6	0	2	186		33	1	72	25.22337962962963
1		5	8	1	150		42	2	68	22.80493079584775
2		5	5	1	125		24	2	65	20.798816568047336
4		5	0	1	182		74	2	60	35.54055555555556
2		5	6	1	200		67	2	66	32.277318640955
2	1.0	5	3	2	160		43	1	63	28.339632149155957
4		5	0	2	160		51	2	60	31.244444444444447
1		5	7	2	150		45	2	67	23.49075517932724
2		5	5	2	140		28	2	65	23.294674556213018
4	7.0	5	8	2	128		86	2	68	19.46020761245675
4	1.0	5	8	1	172	172.0	40	1	68	26.149653979238757
2		5	9	1	177		68	1	69	26.135475740390678
4		4	11	1	90		36	2	59	18.17581154840563
1	1.0	5	5	2	115		36	2	65	19.13491124260355
2		5	2	2	148		47	2	62	27.066597294484914
4		5	8	1	150		75	2	68	22.80493079584775
2		5	5	2	200		51	2	65	33.27810650887574
3		5	3	2	170		68	2	63	30.110859158478206
3		5	2	1	120		20	2	62	21.94588969823101
2		9	99	1	155		54	2	207	2.5429998366356275
2		5	9	2	210		33	1	69	31.008191556395715
2		5	8	2	135		33	2	68	20.524437716262977
3		5	3	1	200		66	2	63	35.42454018644495
5		6	0	1	160		53	1	72	21.697530864197528
1		5	6	2	150		29	2	66	24.207988980716255
2		6	1	2	175		24	1	73	23.08594483017452
3		6	2	2	220		37	1	74	28.243243243243246
1	1.0	5	9	2	210		35	1	69	31.008191556395715
2		5	10	1	200		19	1	70	28.693877551020407
2		5	2	1	150		56	2	62	27.43236212278876
1		6	2	2	186		37	1	74	23.87837837837838
1		6	0	2	175		60	1	72	23.731674382716047
1		5	3	1	170		73	2	63	30.110859158478206
2		5	2	1	145		63	2	62	26.51795005202914
2		5	11	2	210		53	1	71	29.28585598095616
4		5	7	1	140		48	2	67	21.924704834038764
2		5	5	1	132		35	2	65	21.96355029585799
2		5	3	1	140		71	2	63	24.797178130511462
1		5	8	1	198		63	2	68	30.102508650519027
2		5	5	1	140		57	2	65	23.294674556213018
2		5	9	1	165		19	1	69	24.363579080025207
2		5	6	2	135		23	2	66	21.787190082644628
2		5	10	1	170		40	1	70	24.389795918367348
2		5	4	1	115		35	2	64	19.737548828125
5		6	0	1	199		49	1	72	26.986304012345677
1	1.0	6	1	1	170		31	1	73	22.426346406455245
7		5	3	2	135		83	2	63	23.911564625850342
3		5	11	2	190		54	1	71	26.496726839912714
5		6	0	1	220		50	1	72	29.834104938271604
2		5	7	2	187		70	2	67	29.28514145689463
